ダウンロードした時刻：2018/07/29 11:14:06

,辻堂,辻堂,辻堂,辻堂,辻堂,辻堂,辻堂,辻堂,辻堂,辻堂,辻堂,辻堂,辻堂,辻堂,辻堂,辻堂,辻堂,辻堂
2009/3/30,9.5,8,1,0.0,8,1,10.9,8,1,3.3,8,1,5.0,8,2,14.3,8,2
2009/3/31,11.6,8,1,0.0,8,1,3.2,8,1,3.6,8,1,8.4,8,2,15.0,8,2
2009/4/1,11.1,8,1,2.5,8,1,1.6,8,1,3.2,8,1,6.9,8,2,15.1,8,2
2009/4/2,11.2,8,1,1.0,8,1,8.3,8,1,4.3,8,1,6.3,8,2,17.6,8,2
2009/4/3,11.2,8,1,0.0,8,1,10.9,8,1,2.8,8,1,3.2,8,2,15.7,8,2
2009/4/4,13.4,8,1,0.0,8,1,6.0,8,1,4.4,8,1,8.1,8,2,17.8,8,2
2009/4/5,13.8,8,1,0.0,8,1,1.5,8,1,2.6,8,1,10.2,8,2,17.8,8,2
2009/4/6,13.8,8,1,0.0,8,1,11.6,8,1,3.0,8,1,8.0,8,2,19.0,8,2
2009/4/7,15.4,8,1,0.0,8,1,11.1,8,1,3.2,8,1,10.1,8,2,21.2,8,2
2009/4/8,15.2,8,1,0.0,8,1,9.4,8,1,2.9,8,1,10.4,8,2,19.7,8,2
2009/4/9,15.9,8,1,0.0,8,1,11.9,8,1,2.2,8,1,9.3,8,2,19.9,8,2
2009/4/10,16.8,8,1,0.0,8,1,12.1,8,1,4.6,8,1,10.8,8,2,20.4,8,2
2009/4/11,17.9,8,1,0.0,8,1,11.9,8,1,2.4,8,1,11.9,8,2,27.2,8,2
2009/4/12,16.4,8,1,0.0,8,1,6.9,8,1,2.5,8,1,12.8,8,2,21.9,8,2
2009/4/13,17.2,8,1,0.0,8,1,9.8,8,1,3.2,8,1,11.7,8,2,20.7,8,2
2009/4/14,16.9,8,1,55.0,8,1,0.3,8,1,3.2,8,1,15.1,8,2,19.9,8,2
2009/4/15,18.2,8,1,1.0,8,1,10.1,8,1,2.6,8,1,15.0,8,2,20.7,8,2
2009/4/16,17.4,8,1,0.0,8,1,11.3,8,1,2.5,8,1,13.6,8,2,21.7,8,2
2009/4/17,13.6,8,1,0.0,8,1,0.0,8,1,3.4,8,1,12.0,8,2,15.9,8,2
2009/4/18,14.7,8,1,0.0,8,1,4.2,8,1,3.0,8,1,10.7,8,2,17.8,8,2
2009/4/19,17.0,8,1,0.0,8,1,10.1,8,1,2.5,8,1,12.5,8,2,23.3,8,2
2009/4/20,16.3,8,1,0.0,8,1,3.2,8,1,2.1,8,1,13.1,8,2,19.6,8,2
2009/4/21,17.3,8,1,39.0,8,1,0.1,8,1,2.1,8,1,14.9,8,2,20.4,8,2
2009/4/22,19.5,8,1,0.0,8,1,10.8,8,1,2.6,8,1,16.3,8,2,24.4,8,2
2009/4/23,16.8,8,1,0.0,8,1,7.5,8,1,2.2,8,1,13.0,8,2,20.6,8,2
2009/4/24,14.0,8,1,1.0,8,1,1.1,8,1,2.7,8,1,10.6,8,2,16.5,8,2
2009/4/25,11.2,8,1,48.0,8,1,0.0,8,1,4.5,8,1,10.3,8,2,13.8,8,2
2009/4/26,16.0,8,1,0.5,8,1,12.2,8,1,5.2,8,1,13.0,8,2,18.5,8,2
2009/4/27,13.7,8,1,0.5,8,1,8.9,8,1,2.8,8,1,8.5,8,2,18.1,8,2
2009/4/28,13.7,8,1,0.0,8,1,11.4,8,1,3.4,8,1,9.2,8,2,19.1,8,2
2009/4/29,14.9,8,1,0.0,8,1,12.6,8,1,3.1,8,1,7.5,8,2,19.6,8,2
2009/4/30,16.5,8,1,0.0,8,1,12.2,8,1,2.9,8,1,10.9,8,2,21.3,8,2
2009/5/1,18.1,8,1,0.0,8,1,12.1,8,1,3.1,8,1,12.5,8,2,22.5,8,2
2009/5/2,18.6,8,1,0.0,8,1,12.2,8,1,4.2,8,1,12.8,8,2,22.6,8,2
2009/5/3,19.1,8,1,0.0,8,1,3.7,8,1,4.2,8,1,15.9,8,2,21.9,8,2
2009/5/4,19.8,8,1,0.0,8,1,8.0,8,1,4.9,8,1,17.5,8,2,22.9,8,2
2009/5/5,17.0,8,1,34.0,8,1,0.0,8,1,2.8,8,1,14.3,8,2,20.0,8,2
2009/5/6,15.7,8,1,37.5,8,1,0.0,8,1,4.2,8,1,14.7,8,2,17.4,8,2
2009/5/7,16.1,8,1,3.5,8,1,0.0,8,1,4.7,8,1,14.9,8,2,18.4,8,2
2009/5/8,17.9,8,1,11.0,8,1,1.4,8,1,2.9,8,1,15.8,8,2,21.6,8,2
2009/5/9,19.7,8,1,0.0,8,1,12.3,8,1,2.9,8,1,14.2,8,2,23.4,8,2
2009/5/10,20.9,8,1,0.0,8,1,10.2,8,1,2.4,8,1,16.0,8,2,24.2,8,2
2009/5/11,20.9,8,1,0.0,8,1,4.9,8,1,2.1,8,1,18.5,8,2,24.7,8,2
2009/5/12,21.7,8,1,0.0,8,1,5.2,8,1,3.6,8,1,19.4,8,2,24.5,8,2
2009/5/13,21.7,8,1,0.5,8,1,4.8,8,1,3.2,8,1,17.2,8,2,25.6,8,2
2009/5/14,18.4,8,1,0.0,8,1,11.1,8,1,5.0,8,1,14.7,8,2,22.1,8,2
2009/5/15,16.5,8,1,0.0,8,1,11.3,8,1,3.6,8,1,12.9,8,2,19.4,8,2
2009/5/16,17.5,8,1,1.0,8,1,0.0,8,1,3.4,8,1,15.3,8,2,18.9,8,2
2009/5/17,19.0,8,1,11.0,8,1,0.8,8,1,9.3,8,1,15.4,8,2,21.1,8,2
2009/5/18,21.7,8,1,0.0,8,1,9.8,8,1,3.8,8,1,19.0,8,2,26.3,8,2
2009/5/19,19.9,8,1,0.0,8,1,1.8,8,1,2.6,8,1,16.6,8,2,22.4,8,2
2009/5/20,21.4,8,1,0.0,8,1,12.4,8,1,2.5,8,1,15.0,8,2,29.6,8,2
2009/5/21,20.7,8,1,0.0,8,1,5.7,8,1,4.6,8,1,18.0,8,2,23.9,8,2
2009/5/22,20.8,8,1,3.0,8,1,2.7,8,1,5.9,8,1,19.5,8,2,23.8,8,2
2009/5/23,21.7,8,1,2.5,8,1,8.5,8,1,2.6,8,1,19.0,8,2,25.9,8,2
2009/5/24,18.8,8,1,18.0,8,1,0.3,8,1,2.3,8,1,16.6,8,2,20.8,8,2
2009/5/25,19.2,8,1,0.0,8,1,7.3,8,1,3.6,8,1,16.6,8,2,22.9,8,2
2009/5/26,20.1,8,1,0.0,8,1,11.7,8,1,3.1,8,1,15.3,8,2,23.4,8,2
2009/5/27,20.9,8,1,0.0,8,1,7.8,8,1,2.5,8,1,17.6,8,2,23.9,8,2
2009/5/28,17.7,8,1,34.5,8,1,0.0,8,1,4.1,8,1,15.7,8,2,19.9,8,2
2009/5/29,18.0,8,1,13.0,8,1,1.7,8,1,5.6,8,1,15.4,8,2,20.8,8,2
2009/5/30,19.8,8,1,1.5,8,1,1.3,8,1,3.1,8,1,16.9,8,2,23.6,8,2
2009/5/31,20.7,8,1,0.0,8,1,5.6,8,1,2.0,8,1,18.6,8,2,24.3,8,2
2009/6/1,18.9,8,1,5.5,8,1,3.7,8,1,2.4,8,1,15.8,8,2,23.9,8,2
2009/6/2,19.9,8,1,0.0,8,1,12.1,8,1,4.0,8,1,14.5,8,2,23.9,8,2
2009/6/3,21.0,8,1,0.0,8,1,0.5,8,1,5.7,8,1,20.0,8,2,23.5,8,2
2009/6/4,20.6,8,1,0.0,8,1,0.8,8,1,2.5,8,1,18.8,8,2,23.2,8,2
2009/6/5,19.2,8,1,15.5,8,1,0.0,8,1,1.7,8,1,18.1,8,2,20.5,8,2
2009/6/6,20.4,8,1,13.5,8,1,0.6,8,1,3.4,8,1,17.7,8,2,24.4,8,2
2009/6/7,21.8,8,1,0.0,8,1,10.7,8,1,2.7,8,1,19.1,8,2,25.1,8,2
2009/6/8,20.0,8,1,0.5,8,1,0.2,8,1,2.0,8,1,18.6,8,2,23.7,8,2
2009/6/9,21.1,8,1,0.0,8,1,1.6,8,1,2.3,8,1,18.3,8,2,23.7,8,2
2009/6/10,21.8,8,1,0.0,8,1,0.9,8,1,5.1,8,1,19.8,8,2,24.4,8,2
2009/6/11,21.6,8,1,13.5,8,1,3.4,8,1,3.2,8,1,19.0,8,2,26.2,8,2
2009/6/12,22.8,8,1,0.0,8,1,10.3,8,1,2.9,8,1,18.2,8,2,27.3,8,2
2009/6/13,22.4,8,1,0.0,8,1,5.7,8,1,2.1,8,1,18.7,8,2,25.6,8,2
2009/6/14,21.8,8,1,0.0,8,1,0.8,8,1,2.6,8,1,19.7,8,2,24.7,8,2
2009/6/15,21.3,8,1,2.5,8,1,0.6,8,1,2.4,8,1,18.8,8,2,24.6,8,2
2009/6/16,20.4,8,1,22.0,8,1,2.1,8,1,2.8,8,1,18.3,8,2,24.3,8,2
2009/6/17,21.1,8,1,0.0,8,1,9.2,8,1,3.2,8,1,17.3,8,2,24.5,8,2
2009/6/18,21.6,8,1,0.0,8,1,1.3,8,1,3.0,8,1,19.6,8,2,24.9,8,2
2009/6/19,22.2,8,1,0.0,8,1,10.8,8,1,2.5,8,1,18.5,8,2,25.8,8,2
2009/6/20,22.8,8,1,0.0,8,1,7.7,8,1,3.1,8,1,20.9,8,2,25.7,8,2
2009/6/21,22.5,8,1,27.5,8,1,0.0,8,1,3.3,8,1,21.9,8,2,23.0,8,2
2009/6/22,22.8,8,1,5.0,8,1,0.0,8,1,2.9,8,1,22.2,8,2,23.9,8,2
2009/6/23,24.8,8,1,1.5,8,1,3.1,8,1,4.8,8,1,22.6,8,2,27.5,8,2
2009/6/24,22.9,8,1,42.0,8,1,0.2,8,1,2.2,8,1,20.8,8,2,26.7,8,2
2009/6/25,23.2,8,1,0.0,8,1,3.0,8,1,2.7,8,1,21.8,8,2,26.1,8,2
2009/6/26,23.2,8,1,0.0,8,1,5.9,8,1,2.6,8,1,20.8,8,2,25.4,8,2
2009/6/27,23.5,8,1,0.0,8,1,9.5,8,1,4.0,8,1,20.6,8,2,26.4,8,2
2009/6/28,22.2,8,1,16.0,8,1,0.0,8,1,3.5,8,1,20.3,8,2,23.5,8,2
2009/6/29,23.7,8,1,2.5,8,1,7.5,8,1,2.0,8,1,20.6,8,2,29.2,8,2
2009/6/30,21.8,8,1,6.0,8,1,0.0,8,1,1.5,8,1,20.2,8,2,24.5,8,2
2009/7/1,24.0,8,1,1.0,8,1,0.9,8,1,2.2,8,1,21.3,8,2,26.9,8,2
2009/7/2,22.6,8,1,10.0,8,1,0.4,8,1,2.6,8,1,21.0,8,2,25.1,8,2
2009/7/3,22.5,8,1,1.0,8,1,0.1,8,1,1.8,8,1,20.8,8,2,24.4,8,2
2009/7/4,23.1,8,1,5.0,8,1,3.7,8,1,3.0,8,1,20.4,8,2,26.6,8,2
2009/7/5,23.1,8,1,0.0,8,1,2.1,8,1,3.7,8,1,21.3,8,2,25.9,8,2
2009/7/6,22.5,8,1,4.0,8,1,0.0,8,1,3.4,8,1,21.7,8,2,23.5,8,2
2009/7/7,23.7,5,1,0.0,8,1,5.3,5,1,6.7,5,1,22.1,5,2,25.9,5,2
2009/7/8,24.0,8,1,0.5,8,1,0.1,8,1,7.7,8,1,22.8,8,2,25.8,8,2
2009/7/9,25.6,8,1,0.5,8,1,1.5,8,1,6.7,8,1,23.3,8,2,27.5,8,2
2009/7/10,25.2,8,1,0.0,8,1,0.0,8,1,6.7,8,1,23.8,8,2,26.7,8,2
2009/7/11,24.4,8,1,0.0,8,1,0.4,8,1,2.2,8,1,21.2,8,2,28.1,8,2
2009/7/12,23.2,8,1,0.0,8,1,2.4,8,1,1.9,8,1,21.0,8,2,25.9,8,2
2009/7/13,25.6,8,1,0.0,8,1,4.2,8,1,4.3,8,1,22.9,8,2,28.7,8,2
2009/7/14,25.7,8,1,0.0,8,1,10.0,8,1,1.9,8,1,22.1,8,2,31.7,8,2
2009/7/15,26.7,8,1,0.0,8,1,12.2,8,1,5.8,8,1,23.6,8,2,29.6,8,2
2009/7/16,26.3,8,1,0.0,8,1,11.8,8,1,2.8,8,1,23.9,8,2,29.2,8,2
2009/7/17,24.1,8,1,1.0,8,1,0.0,8,1,3.1,8,1,22.6,8,2,25.7,8,2
2009/7/18,25.1,8,1,0.0,8,1,0.8,8,1,1.5,8,1,23.5,8,2,28.2,8,2
2009/7/19,25.9,8,1,0.0,8,1,0.4,8,1,4.7,8,1,23.7,8,2,28.9,8,2
2009/7/20,27.0,8,1,0.0,8,1,4.5,8,1,2.7,8,1,23.3,8,2,30.9,8,2
2009/7/21,23.3,8,1,12.5,8,1,0.0,8,1,2.0,8,1,22.1,8,2,24.7,8,2
2009/7/22,23.1,8,1,7.5,8,1,0.2,8,1,2.8,8,1,22.1,8,2,26.0,8,2
2009/7/23,23.4,8,1,12.5,8,1,0.7,8,1,1.4,8,1,22.3,8,2,25.2,8,2
2009/7/24,23.5,8,1,39.0,8,1,0.2,8,1,2.7,8,1,22.7,8,2,25.1,8,2
2009/7/25,24.5,8,1,11.0,8,1,6.8,8,1,6.6,8,1,22.5,8,2,27.0,8,2
2009/7/26,25.3,8,1,0.0,8,1,12.7,8,1,7.4,8,1,23.7,8,2,27.6,8,2
2009/7/27,24.4,8,1,51.0,8,1,3.8,8,1,3.4,8,1,22.7,8,2,27.8,8,2
2009/7/28,24.7,8,1,11.0,8,1,1.2,8,1,2.1,8,1,23.6,8,2,26.7,8,2
2009/7/29,25.5,8,1,0.5,8,1,3.5,8,1,2.8,8,1,24.0,8,2,28.6,8,2
2009/7/30,26.3,8,1,0.0,8,1,8.4,8,1,4.3,8,1,24.3,8,2,29.5,8,2
2009/7/31,24.2,8,1,0.5,8,1,1.9,8,1,3.3,8,1,21.6,8,2,27.8,8,2
2009/8/1,24.9,8,1,0.0,8,1,4.3,8,1,2.1,8,1,22.1,8,2,29.7,8,2
2009/8/2,24.2,8,1,17.5,8,1,0.2,8,1,1.8,8,1,23.1,8,2,26.3,8,2
2009/8/3,26.9,8,1,0.0,8,1,8.1,8,1,2.6,8,1,23.2,8,2,32.2,8,2
2009/8/4,27.3,8,1,0.0,8,1,4.5,8,1,3.9,8,1,24.2,8,2,31.0,8,2
2009/8/5,26.0,8,1,0.0,8,1,2.4,8,1,2.1,8,1,24.9,8,2,28.3,8,2
2009/8/6,26.3,8,1,0.0,8,1,1.8,8,1,2.1,8,1,25.0,8,2,30.1,8,2
2009/8/7,27.1,8,1,0.0,8,1,9.4,8,1,5.1,8,1,25.3,8,2,29.3,8,2
2009/8/8,27.4,8,1,0.0,8,1,10.0,8,1,2.3,8,1,25.7,8,2,30.0,8,2
2009/8/9,27.9,8,1,0.0,8,1,3.4,8,1,1.6,8,1,25.5,8,2,31.1,8,2
2009/8/10,26.3,8,1,120.0,8,1,0.0,8,1,2.8,8,1,24.7,8,2,27.8,8,2
2009/8/11,26.8,8,1,24.5,8,1,3.3,8,1,3.0,8,1,25.2,8,2,30.6,8,2
2009/8/12,26.1,8,1,0.0,8,1,5.7,8,1,3.2,8,1,23.7,8,2,29.0,8,2
2009/8/13,28.7,8,1,0.0,8,1,9.6,8,1,2.2,8,1,25.7,8,2,32.0,8,2
2009/8/14,28.8,8,1,0.0,8,1,0.1,8,1,2.3,8,1,26.2,8,2,31.5,8,2
2009/8/15,27.4,8,1,0.0,8,1,7.8,8,1,2.3,8,1,24.4,8,2,32.5,8,2
2009/8/16,28.3,8,1,0.0,8,1,11.6,8,1,2.9,8,1,24.0,8,2,34.7,8,2
2009/8/17,27.3,8,1,0.0,8,1,10.7,8,1,3.4,8,1,23.7,8,2,32.4,8,2
2009/8/18,27.4,8,1,0.0,8,1,8.6,8,1,2.3,8,1,24.5,8,2,31.7,8,2
2009/8/19,26.4,8,1,0.0,8,1,5.4,8,1,2.2,8,1,23.5,8,2,29.3,8,2
2009/8/20,26.9,8,1,0.0,8,1,10.1,8,1,3.6,8,1,23.3,8,2,30.2,8,2
2009/8/21,28.0,8,1,0.0,8,1,4.1,8,1,5.5,8,1,26.2,8,2,30.7,8,2
2009/8/22,29.0,8,1,0.0,8,1,8.6,8,1,2.8,8,1,26.9,8,2,31.6,8,2
2009/8/23,26.9,8,1,0.0,8,1,7.5,8,1,2.4,8,1,24.4,8,2,30.2,8,2
2009/8/24,25.8,8,1,0.5,8,1,4.5,8,1,2.4,8,1,22.8,8,2,28.7,8,2
2009/8/25,24.5,8,1,8.5,8,1,6.0,8,1,2.5,8,1,21.1,8,2,29.9,8,2
2009/8/26,24.4,8,1,0.0,8,1,3.7,8,1,2.3,8,1,21.1,8,2,29.1,8,2
2009/8/27,24.7,8,1,0.0,8,1,11.0,8,1,2.3,8,1,20.4,8,2,28.9,8,2
2009/8/28,25.7,8,1,0.0,8,1,12.1,8,1,3.5,8,1,21.6,8,2,29.2,8,2
2009/8/29,26.9,8,1,0.0,8,1,10.7,8,1,2.4,8,1,24.9,8,2,30.0,8,2
2009/8/30,24.1,8,1,1.0,8,1,2.0,8,1,4.9,8,1,20.2,8,2,27.2,8,2
2009/8/31,20.1,8,1,41.0,8,1,0.0,8,1,5.4,8,1,18.5,8,2,22.7,8,2
2009/9/1,25.1,8,1,0.0,8,1,8.4,8,1,2.1,8,1,22.0,8,2,28.5,8,2
2009/9/2,22.5,8,1,0.0,8,1,0.4,8,1,4.3,8,1,20.6,8,2,24.1,8,2
2009/9/3,23.0,8,1,0.0,8,1,2.6,8,1,3.5,8,1,20.7,8,2,26.0,8,2
2009/9/4,23.4,8,1,0.0,8,1,3.4,8,1,2.9,8,1,20.2,8,2,27.5,8,2
2009/9/5,25.1,8,1,0.0,8,1,9.3,8,1,3.2,8,1,20.8,8,2,30.8,8,2
2009/9/6,25.4,8,1,0.0,8,1,11.7,8,1,3.7,8,1,21.6,8,2,30.2,8,2
2009/9/7,25.3,8,1,0.0,8,1,11.3,8,1,2.7,8,1,21.6,8,2,30.6,8,2
2009/9/8,26.1,8,1,0.0,8,1,1.9,8,1,3.8,8,1,22.9,8,2,31.1,8,2
2009/9/9,22.5,8,1,1.0,8,1,0.0,8,1,2.2,8,1,21.0,8,2,23.7,8,2
2009/9/10,22.7,8,1,0.0,8,1,10.1,8,1,3.0,8,1,17.8,8,2,26.1,8,2
2009/9/11,22.7,8,1,0.0,8,1,5.0,8,1,2.0,8,1,19.0,8,2,26.6,8,2
2009/9/12,21.1,8,1,17.5,8,1,0.0,8,1,2.1,8,1,19.6,8,2,22.9,8,2
2009/9/13,22.6,8,1,0.0,8,1,6.5,8,1,1.8,8,1,19.2,8,2,26.8,8,2
2009/9/14,23.1,8,1,0.0,8,1,6.1,8,1,2.5,8,1,19.6,8,2,27.5,8,2
2009/9/15,20.8,8,1,5.0,8,1,0.0,8,1,2.0,8,1,18.6,8,2,23.3,8,2
2009/9/16,23.3,8,1,1.5,8,1,8.8,8,1,2.6,8,1,18.8,8,2,28.8,8,2
2009/9/17,23.0,8,1,0.0,8,1,11.0,8,1,2.6,8,1,19.7,8,2,27.1,8,2
2009/9/18,21.3,8,1,0.0,8,1,3.0,8,1,3.9,8,1,17.9,8,2,24.4,8,2
2009/9/19,22.3,8,1,0.0,8,1,0.9,8,1,4.6,8,1,20.3,8,2,26.3,8,2
2009/9/20,22.9,8,1,0.0,8,1,11.1,8,1,3.9,8,1,19.4,8,2,28.8,8,2
2009/9/21,21.8,8,1,0.0,8,1,2.7,8,1,2.5,8,1,19.7,8,2,23.9,8,2
2009/9/22,23.3,8,1,0.0,8,1,3.2,8,1,2.6,8,1,20.7,8,2,26.8,8,2
2009/9/23,23.9,8,1,0.0,8,1,6.0,8,1,2.1,8,1,19.7,8,2,28.7,8,2
2009/9/24,23.8,8,1,0.0,8,1,11.2,8,1,3.7,8,1,20.4,8,2,28.7,8,2
2009/9/25,24.0,8,1,0.0,8,1,11.3,8,1,3.4,8,1,19.0,8,2,30.1,8,2
2009/9/26,23.9,8,1,0.0,8,1,7.9,8,1,3.0,8,1,19.9,8,2,29.5,8,2
2009/9/27,23.1,8,1,0.0,8,1,4.6,8,1,2.9,8,1,21.1,8,2,27.2,8,2
2009/9/28,23.1,8,1,0.0,8,1,5.9,8,1,2.3,8,1,20.2,8,2,26.3,8,2
2009/9/29,22.4,8,1,9.5,8,1,0.0,8,1,1.7,8,1,19.7,8,2,24.6,8,2
2009/9/30,20.1,8,1,14.5,8,1,0.0,8,1,2.1,8,1,18.3,8,2,22.7,8,2
2009/10/1,21.4,8,1,1.0,8,1,6.0,8,1,2.7,8,1,17.6,8,2,25.5,8,2
2009/10/2,21.4,8,1,10.0,8,1,0.1,8,1,3.6,8,1,19.3,8,2,23.9,8,2
2009/10/3,22.7,8,1,4.5,8,1,1.0,8,1,4.5,8,1,19.2,8,2,25.5,8,2
2009/10/4,22.0,8,1,0.0,8,1,6.9,8,1,1.8,8,1,19.1,8,2,25.1,8,2
2009/10/5,19.2,8,1,6.0,8,1,0.0,8,1,2.0,8,1,17.0,8,2,21.2,8,2
2009/10/6,17.5,8,1,28.5,8,1,0.0,8,1,3.1,8,1,16.5,8,2,18.5,8,2
2009/10/7,17.1,8,1,22.5,8,1,0.0,8,1,4.2,8,1,16.3,8,2,17.4,8,2
2009/10/8,20.4,8,1,89.0,8,1,5.4,8,1,6.5,8,1,15.4,8,2,24.5,8,2
2009/10/9,19.5,8,1,0.0,8,1,2.5,4,1,2.0,8,1,16.1,8,2,23.2,8,2
2009/10/10,17.6,8,1,0.0,8,1,0.0,4,1,2.1,8,1,15.2,8,2,22.3,8,2
2009/10/11,17.5,8,1,0.0,8,1,5.9,4,1,2.0,8,1,11.8,8,2,22.6,8,2
2009/10/12,18.9,8,1,0.0,8,1,4.7,4,1,2.4,8,1,15.0,8,2,22.7,8,2
2009/10/13,19.3,8,1,0.0,8,1,4.9,4,1,2.3,8,1,16.5,8,2,23.6,8,2
2009/10/14,18.4,8,1,0.0,8,1,2.9,8,1,2.5,8,1,15.4,8,2,22.6,8,2
2009/10/15,18.3,8,1,0.0,8,1,10.0,8,1,2.4,8,1,14.9,8,2,22.9,8,2
2009/10/16,17.8,8,1,0.0,8,1,10.3,8,1,2.2,8,1,13.7,8,2,23.3,8,2
2009/10/17,17.0,8,1,0.0,8,1,0.0,8,1,1.8,8,1,14.8,8,2,19.9,8,2
2009/10/18,19.2,8,1,0.0,8,1,10.3,8,1,2.7,8,1,14.4,8,2,24.2,8,2
2009/10/19,19.5,8,1,0.0,8,1,8.1,8,1,2.8,8,1,14.1,8,2,23.5,8,2
2009/10/20,21.6,8,1,0.0,8,1,3.6,8,1,6.1,8,1,17.7,8,2,24.1,8,2
2009/10/21,18.4,8,1,0.0,8,1,8.4,8,1,3.0,8,1,13.8,8,2,22.6,8,2
2009/10/22,18.1,8,1,0.0,8,1,3.7,8,1,1.9,8,1,13.7,8,2,22.6,8,2
2009/10/23,18.4,8,1,0.0,8,1,6.6,8,1,2.9,8,1,15.6,8,2,22.6,8,2
2009/10/24,16.0,8,1,6.5,8,1,0.0,8,1,3.4,8,1,13.7,8,2,18.1,8,2
2009/10/25,14.8,8,1,0.5,8,1,0.0,8,1,4.7,8,1,13.1,8,2,16.1,8,2
2009/10/26,15.0,8,1,39.5,8,1,0.0,8,1,6.4,8,1,13.8,8,2,16.4,8,2
2009/10/27,18.7,8,1,1.0,8,1,10.0,8,1,2.8,8,1,13.6,8,2,24.3,8,2
2009/10/28,16.6,8,1,0.0,8,1,8.9,8,1,1.9,8,1,12.3,8,2,21.2,8,2
2009/10/29,16.1,8,1,0.5,8,1,0.3,8,1,1.9,8,1,13.7,8,2,19.3,8,2
2009/10/30,18.8,8,1,0.0,8,1,7.6,8,1,2.0,8,1,16.0,8,2,24.2,8,2
2009/10/31,18.2,8,1,0.0,8,1,9.3,8,1,2.8,8,1,14.5,8,2,22.9,8,2
2009/11/1,19.3,8,1,12.0,8,1,5.2,8,1,4.8,8,1,12.7,8,2,24.7,8,2
2009/11/2,13.6,8,1,3.5,8,1,0.0,8,1,3.8,8,1,7.2,8,2,16.1,8,2
2009/11/3,10.6,8,1,0.0,8,1,10.1,8,1,3.0,8,1,6.0,8,2,15.5,8,2
2009/11/4,12.6,8,1,0.0,8,1,8.7,8,1,2.6,8,1,6.3,8,2,19.0,8,2
2009/11/5,13.9,8,1,0.0,8,1,1.8,8,1,2.6,8,1,9.5,8,2,18.9,8,2
2009/11/6,15.1,8,1,0.0,8,1,9.8,8,1,2.6,8,1,9.9,8,2,21.2,8,2
2009/11/7,16.6,8,1,0.0,8,1,9.5,8,1,2.4,8,1,12.4,8,2,22.2,8,2
2009/11/8,16.7,8,1,0.0,8,1,6.6,8,1,2.3,8,1,13.3,8,2,21.5,8,2
2009/11/9,17.7,8,1,0.0,8,1,7.8,8,1,2.0,8,1,13.2,8,2,22.7,8,2
2009/11/10,18.2,8,1,9.0,8,1,6.1,8,1,1.8,8,1,14.8,8,2,22.4,8,2
2009/11/11,16.9,8,1,87.0,8,1,0.0,8,1,2.6,8,1,15.9,8,2,18.2,8,2
2009/11/12,13.5,8,1,1.0,8,1,0.0,8,1,4.5,8,1,10.6,8,2,16.3,8,2
2009/11/13,11.4,8,1,1.0,8,1,0.0,8,1,5.9,8,1,10.2,8,2,13.1,8,2
2009/11/14,17.4,8,1,7.0,8,1,0.2,8,1,4.7,8,1,13.1,8,2,21.6,8,2
2009/11/15,16.4,8,1,0.0,8,1,9.2,8,1,3.2,8,1,11.7,8,2,20.8,8,2
2009/11/16,13.5,8,1,0.0,8,1,3.6,8,1,1.9,8,1,10.2,8,2,19.4,8,2
2009/11/17,10.1,8,1,18.5,8,1,0.0,8,1,3.5,8,1,8.6,8,2,12.0,8,2
2009/11/18,11.1,8,1,0.0,8,1,2.6,8,1,3.5,8,1,8.4,8,2,15.7,8,2
2009/11/19,7.7,8,1,5.0,8,1,0.0,8,1,3.0,8,1,6.5,8,2,8.9,8,2
2009/11/20,10.2,8,1,0.0,8,1,7.6,8,1,2.5,8,1,4.3,8,2,14.7,8,2
2009/11/21,11.6,8,1,0.0,8,1,9.3,8,1,2.3,8,1,8.0,8,2,16.4,8,2
2009/11/22,8.6,8,1,0.0,8,1,0.0,8,1,3.3,8,1,8.1,8,2,9.1,8,2
2009/11/23,10.6,8,1,1.0,8,1,6.7,8,1,2.0,8,1,7.2,8,2,16.6,8,2
2009/11/24,12.2,8,1,1.0,8,1,0.5,8,1,3.0,8,1,8.5,8,2,15.3,8,2
2009/11/25,12.9,8,1,5.5,8,1,4.4,8,1,2.2,8,1,10.9,8,2,18.0,8,2
2009/11/26,14.3,8,1,0.0,8,1,8.0,8,1,2.6,8,1,11.0,8,2,18.9,8,2
2009/11/27,14.8,8,1,0.0,8,1,7.7,8,1,2.6,8,1,9.2,8,2,19.6,8,2
2009/11/28,14.5,8,1,0.0,8,1,8.5,8,1,3.5,8,1,10.9,8,2,19.0,8,2
2009/11/29,10.8,8,1,4.5,8,1,1.6,8,1,3.5,8,1,7.6,8,2,12.7,8,2
2009/11/30,9.7,8,1,6.0,8,1,0.5,8,1,3.3,8,1,7.4,8,2,12.4,8,2
2009/12/1,11.2,8,1,0.0,8,1,6.7,8,1,2.0,5,1,7.6,8,2,15.4,8,2
2009/12/2,11.6,8,1,0.0,8,1,8.5,8,1,2.0,8,1,7.1,8,2,17.2,8,2
2009/12/3,10.7,8,1,14.5,8,1,0.0,8,1,3.6,8,1,9.3,8,2,11.7,8,2
2009/12/4,11.9,8,1,1.0,8,1,9.2,8,1,2.9,8,1,7.3,8,2,16.4,8,2
2009/12/5,10.0,8,1,20.5,8,1,1.3,8,1,3.3,8,1,8.7,8,2,11.8,8,2
2009/12/6,11.1,8,1,0.0,8,1,9.3,8,1,1.8,8,1,6.2,8,2,17.2,8,2
