ダウンロードした時刻：2018/07/29 11:12:54

,辻堂,辻堂,辻堂,辻堂,辻堂,辻堂,辻堂,辻堂,辻堂,辻堂,辻堂,辻堂,辻堂,辻堂,辻堂,辻堂,辻堂,辻堂
年月日,平均気温(℃),平均気温(℃),平均気温(℃),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),日照時間(時間),日照時間(時間),日照時間(時間),平均風速(m/s),平均風速(m/s),平均風速(m/s),最低気温(℃),最低気温(℃),最低気温(℃),最高気温(℃),最高気温(℃),最高気温(℃)
,,,,,,,,,,,,,,,,,,
,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号
2016/6/6,20.3,8,1,0.0,8,1,1.7,8,1,2.1,8,1,16.2,8,1,24.6,8,1
2016/6/7,19.5,8,1,2.5,8,1,0.0,8,1,1.9,8,1,18.4,8,1,21.1,8,1
2016/6/8,21.0,8,1,2.5,8,1,4.9,8,1,1.6,8,1,18.2,8,1,24.8,8,1
2016/6/9,21.1,8,1,2.5,8,1,0.0,8,1,2.2,8,1,19.1,8,1,23.6,8,1
2016/6/10,22.9,8,1,0.0,8,1,11.4,8,1,2.2,8,1,19.6,8,1,29.2,8,1
2016/6/11,21.9,8,1,0.0,8,1,11.3,8,1,2.7,8,1,18.2,8,1,24.9,8,1
2016/6/12,22.8,8,1,0.0,8,1,6.9,8,1,2.5,8,1,21.0,8,1,25.2,8,1
2016/6/13,20.8,8,1,52.5,8,1,0.0,8,1,4.5,8,1,18.6,8,1,22.2,8,1
2016/6/14,22.3,8,1,0.0,8,1,3.3,8,1,2.7,8,1,20.2,8,1,26.5,8,1
2016/6/15,22.1,8,1,0.0,8,1,4.0,8,1,2.2,8,1,20.2,8,1,25.8,8,1
2016/6/16,21.6,8,1,4.5,8,1,0.0,8,1,2.1,8,1,20.4,8,1,22.8,8,1
2016/6/17,23.0,8,1,0.5,8,1,5.1,8,1,1.8,8,1,19.9,8,1,26.5,8,1
2016/6/18,25.0,8,1,0.0,8,1,12.4,8,1,2.4,8,1,22.7,8,1,27.6,8,1
2016/6/19,22.9,8,1,1.0,8,1,2.2,8,1,2.1,8,1,20.2,8,1,25.4,8,1
2016/6/20,24.1,8,1,0.5,8,1,6.2,8,1,1.5,8,1,20.5,8,1,27.5,8,1
2016/6/21,23.2,8,1,15.0,8,1,3.3,8,1,1.6,8,1,20.5,8,1,26.2,8,1
2016/6/22,22.7,8,1,0.0,8,1,0.0,8,1,1.9,8,1,21.9,8,1,24.4,8,1
2016/6/23,23.7,8,1,18.5,8,1,2.8,8,1,2.5,8,1,21.7,8,1,27.9,8,1
2016/6/24,23.0,8,1,0.0,8,1,1.7,8,1,2.5,8,1,21.5,8,1,26.6,8,1
2016/6/25,24.8,8,1,1.0,8,1,1.1,8,1,7.0,8,1,22.0,8,1,27.8,8,1
2016/6/26,24.0,8,1,0.0,8,1,9.6,8,1,2.4,8,1,21.6,8,1,27.6,8,1
2016/6/27,23.7,8,1,0.0,8,1,8.3,8,1,3.0,8,1,21.2,8,1,28.3,8,1
2016/6/28,19.6,8,1,23.5,8,1,0.0,8,1,2.5,8,1,17.0,8,1,22.1,8,1
2016/6/29,21.0,8,1,2.0,8,1,0.1,8,1,1.0,8,1,19.7,8,1,23.2,8,1
2016/6/30,22.3,8,1,0.0,8,1,1.0,8,1,1.4,8,1,20.2,8,1,24.8,8,1
2016/7/1,23.5,8,1,0.0,8,1,7.9,8,1,2.0,8,1,21.6,8,1,27.1,8,1
2016/7/2,25.3,8,1,0.0,8,1,8.0,8,1,3.6,8,1,22.1,8,1,28.8,8,1
2016/7/3,27.2,8,1,0.0,8,1,8.6,8,1,4.3,8,1,25.0,8,1,30.9,8,1
2016/7/4,26.8,8,1,3.0,8,1,10.8,8,1,2.2,8,1,24.7,8,1,31.4,8,1
2016/7/5,23.1,8,1,0.0,8,1,0.0,8,1,2.8,8,1,20.5,8,1,25.9,8,1
2016/7/6,23.1,8,1,0.0,8,1,7.3,8,1,3.5,8,1,20.8,8,1,26.2,8,1
2016/7/7,25.5,8,1,0.0,8,1,13.0,8,1,2.1,8,1,21.9,8,1,28.5,8,1
2016/7/8,24.2,8,1,0.0,8,1,0.0,8,1,2.3,8,1,23.0,8,1,26.9,8,1
2016/7/9,22.2,8,1,25.5,8,1,0.1,8,1,2.9,8,1,20.4,8,1,23.6,8,1
2016/7/10,24.3,8,1,0.0,8,1,7.3,8,1,1.7,8,1,21.2,8,1,28.3,8,1
2016/7/11,25.2,8,1,0.0,8,1,12.3,8,1,2.0,8,1,22.2,8,1,28.3,8,1
2016/7/12,25.5,8,1,0.0,8,1,7.5,8,1,2.1,8,1,22.6,8,1,28.6,8,1
2016/7/13,24.9,8,1,0.0,8,1,0.7,8,1,1.2,8,1,23.5,8,1,27.8,8,1
2016/7/14,26.2,8,1,5.0,8,1,7.6,8,1,2.0,8,1,23.6,8,1,30.9,8,1
2016/7/15,23.4,8,1,6.5,8,1,0.0,8,1,2.3,8,1,21.9,8,1,25.9,8,1
2016/7/16,23.9,8,1,0.0,8,1,3.5,8,1,2.3,8,1,21.8,8,1,26.6,8,1
2016/7/17,25.8,8,1,0.0,8,1,3.8,8,1,1.8,8,1,23.3,8,1,29.4,8,1
2016/7/18,28.8,8,1,0.0,8,1,9.4,8,1,2.3,8,1,26.1,8,1,34.5,8,1
2016/7/19,27.6,8,1,0.0,8,1,7.8,8,1,3.0,8,1,25.6,8,1,31.1,8,1
2016/7/20,26.8,8,1,0.0,8,1,5.0,8,1,2.8,8,1,25.1,8,1,31.3,8,1
2016/7/21,22.2,8,1,39.5,8,1,0.0,8,1,2.5,8,1,21.1,8,1,25.4,8,1
2016/7/22,21.8,8,1,16.5,8,1,0.0,8,1,2.1,8,1,20.8,8,1,22.9,8,1
2016/7/23,23.3,8,1,0.0,8,1,1.1,8,1,2.3,8,1,20.1,8,1,26.7,8,1
2016/7/24,24.2,8,1,0.0,8,1,7.6,8,1,1.8,8,1,20.8,8,1,28.3,8,1
2016/7/25,24.6,8,1,0.0,8,1,3.3,8,1,1.9,8,1,21.6,8,1,27.9,8,1
2016/7/26,24.2,8,1,0.5,8,1,0.0,8,1,3.1,8,1,21.9,8,1,26.7,8,1
2016/7/27,24.0,8,1,0.5,8,1,0.5,8,1,3.5,8,1,22.5,8,1,25.6,8,1
2016/7/28,25.5,8,1,0.5,8,1,8.1,8,1,2.3,8,1,23.2,8,1,29.1,8,1
2016/7/29,26.2,8,1,0.0,8,1,12.2,8,1,2.5,8,1,24.1,8,1,29.7,8,1
2016/7/30,26.4,8,1,0.0,8,1,12.1,8,1,1.9,8,1,22.6,8,1,29.9,8,1
2016/7/31,28.0,8,1,0.0,8,1,7.9,8,1,3.3,8,1,24.8,8,1,32.3,8,1
2016/8/1,27.4,8,1,0.0,8,1,2.4,8,1,2.6,8,1,25.3,8,1,32.2,8,1
2016/8/2,26.4,8,1,26.0,8,1,4.9,8,1,2.0,8,1,23.6,8,1,29.3,8,1
2016/8/3,26.9,8,1,6.5,8,1,7.6,8,1,2.2,8,1,24.2,8,1,30.6,8,1
2016/8/4,27.6,8,1,0.0,8,1,12.3,8,1,2.8,8,1,25.0,8,1,30.4,8,1
2016/8/5,27.8,8,1,0.0,8,1,12.3,8,1,3.0,8,1,24.4,8,1,31.3,8,1
2016/8/6,28.3,8,1,0.0,8,1,10.8,8,1,2.7,8,1,26.1,8,1,31.3,8,1
2016/8/7,29.8,8,1,0.0,8,1,10.3,8,1,3.2,8,1,25.8,8,1,35.4,8,1
2016/8/8,30.0,8,1,0.0,8,1,8.9,8,1,4.7,8,1,26.2,8,1,34.7,8,1
2016/8/9,27.8,8,1,0.0,8,1,9.8,8,1,1.4,8,1,25.5,8,1,31.3,8,1
2016/8/10,29.3,8,1,0.0,8,1,8.8,8,1,2.6,8,1,26.2,8,1,35.3,8,1
2016/8/11,28.2,8,1,0.0,8,1,5.0,8,1,2.4,8,1,25.9,8,1,32.7,8,1
2016/8/12,26.8,8,1,0.0,8,1,3.8,8,1,2.3,8,1,25.3,8,1,30.3,8,1
2016/8/13,26.9,8,1,0.0,8,1,9.3,8,1,2.6,8,1,24.7,8,1,30.3,8,1
2016/8/14,26.5,8,1,0.0,8,1,4.5,8,1,2.3,8,1,24.9,8,1,29.3,8,1
2016/8/15,27.2,8,1,0.0,8,1,1.5,8,1,2.8,8,1,25.7,8,1,29.8,8,1
2016/8/16,27.4,8,1,19.0,8,1,4.8,8,1,4.2,8,1,23.5,8,1,33.8,8,1
2016/8/17,28.1,8,1,0.0,8,1,10.1,8,1,5.9,8,1,24.1,8,1,30.5,8,1
2016/8/18,28.1,8,1,0.0,8,1,5.4,8,1,2.0,8,1,26.2,8,1,31.7,8,1
2016/8/19,28.9,8,1,0.5,8,1,6.8,8,1,3.9,8,1,26.0,8,1,34.2,8,1
2016/8/20,26.8,8,1,11.5,8,1,2.0,8,1,3.1,8,1,24.7,8,1,31.6,8,1
2016/8/21,27.7,8,1,0.0,8,1,5.8,8,1,1.8,8,1,24.5,8,1,31.8,8,1
2016/8/22,26.2,8,1,128.5,8,1,0.0,8,1,5.3,8,1,23.4,8,1,28.5,8,1
2016/8/23,26.8,8,1,0.0,8,1,2.4,8,1,2.9,8,1,24.7,8,1,29.4,8,1
2016/8/24,27.1,8,1,0.0,8,1,6.1,8,1,2.4,8,1,24.6,8,1,31.4,8,1
2016/8/25,27.7,8,1,0.0,8,1,12.2,8,1,2.3,8,1,24.5,8,1,31.7,8,1
2016/8/26,28.0,8,1,0.0,8,1,12.4,8,1,3.0,8,1,24.7,8,1,31.8,8,1
2016/8/27,24.7,8,1,6.0,8,1,1.5,8,1,2.6,8,1,21.4,8,1,29.0,8,1
2016/8/28,22.5,8,1,5.0,8,1,0.0,8,1,3.5,8,1,20.6,8,1,25.0,8,1
2016/8/29,25.9,8,1,3.5,8,1,3.1,8,1,3.9,8,1,22.4,8,1,30.9,8,1
2016/8/30,25.8,8,1,12.5,8,1,2.0,8,1,4.3,8,1,24.9,8,1,27.9,8,1
2016/8/31,26.9,8,1,0.0,8,1,11.9,8,1,6.3,8,1,24.9,8,1,29.5,8,1
2016/9/1,27.0,8,1,0.0,8,1,10.7,8,1,3.1,8,1,24.6,8,1,30.5,8,1
2016/9/2,27.4,8,1,0.0,8,1,7.7,8,1,2.1,8,1,23.7,8,1,32.9,8,1
2016/9/3,27.7,8,1,0.5,8,1,2.7,8,1,3.3,8,1,25.0,8,1,33.4,8,1
2016/9/4,26.6,8,1,1.0,8,1,6.1,8,1,2.2,8,1,24.0,8,1,30.7,8,1
2016/9/5,27.4,8,1,0.0,8,1,8.8,8,1,2.3,8,1,24.5,8,1,32.2,8,1
2016/9/6,28.1,8,1,0.0,8,1,8.8,8,1,5.8,8,1,26.5,8,1,29.8,8,1
2016/9/7,27.2,8,1,1.0,8,1,3.3,8,1,4.9,8,1,25.3,8,1,30.2,8,1
2016/9/8,27.2,8,1,4.5,8,1,3.6,8,1,3.2,8,1,25.2,8,1,31.5,8,1
2016/9/9,26.9,8,1,1.5,8,1,8.5,8,1,2.0,8,1,24.6,8,1,29.8,8,1
2016/9/10,27.1,8,1,0.0,8,1,8.0,8,1,2.5,8,1,23.9,8,1,32.3,8,1
2016/9/11,23.4,8,1,14.5,8,1,0.0,8,1,1.9,8,1,21.8,8,1,26.1,8,1
2016/9/12,25.6,8,1,0.0,8,1,4.2,8,1,2.8,8,1,22.5,8,1,29.1,8,1
2016/9/13,23.8,8,1,35.0,8,1,0.1,8,1,2.2,8,1,21.4,8,1,26.5,8,1
2016/9/14,23.0,8,1,15.5,8,1,0.1,8,1,1.9,8,1,21.0,8,1,25.9,8,1
2016/9/15,24.9,8,1,3.5,8,1,0.6,8,1,1.6,8,1,22.9,8,1,28.1,8,1
2016/9/16,23.5,8,1,1.5,8,1,0.2,8,1,1.8,8,1,22.7,8,1,24.7,8,1
2016/9/17,25.0,8,1,0.5,8,1,5.5,8,1,2.5,8,1,21.6,8,1,28.1,8,1
2016/9/18,25.5,8,1,0.0,8,1,0.0,8,1,5.6,8,1,23.4,8,1,27.1,8,1
2016/9/19,22.2,8,1,7.5,8,1,0.0,8,1,3.1,8,1,19.5,8,1,24.4,8,1
2016/9/20,19.5,8,1,78.5,8,1,0.0,8,1,4.7,8,1,18.1,8,1,21.0,8,1
2016/9/21,20.9,8,1,0.0,8,1,0.1,8,1,3.1,8,1,18.1,8,1,23.5,8,1
2016/9/22,20.0,8,1,25.5,8,1,0.0,8,1,3.7,8,1,18.4,8,1,22.4,8,1
2016/9/23,22.1,8,1,12.5,8,1,0.0,8,1,1.3,8,1,20.1,8,1,24.5,8,1
2016/9/24,22.0,8,1,7.0,8,1,0.0,8,1,1.9,8,1,20.7,8,1,24.5,8,1
2016/9/25,23.7,8,1,0.0,8,1,4.8,8,1,2.1,8,1,20.4,8,1,28.1,8,1
2016/9/26,24.9,8,1,0.0,8,1,5.2,8,1,1.3,8,1,21.6,8,1,28.8,8,1
2016/9/27,25.8,8,1,0.0,8,1,9.3,8,1,2.4,8,1,22.1,8,1,30.3,8,1
2016/9/28,26.7,8,1,0.5,8,1,4.6,8,1,4.2,8,1,24.2,8,1,30.4,8,1
2016/9/29,25.5,8,1,0.0,8,1,0.1,8,1,3.0,8,1,22.6,8,1,28.3,8,1
2016/9/30,22.0,8,1,0.0,8,1,0.1,8,1,2.0,8,1,20.6,8,1,23.9,8,1
2016/10/1,20.6,8,1,0.0,8,1,0.0,8,1,2.7,8,1,18.3,8,1,22.2,8,1
2016/10/2,22.8,8,1,0.0,8,1,5.4,8,1,1.5,8,1,20.5,8,1,26.0,8,1
2016/10/3,23.1,8,1,4.0,8,1,0.1,8,1,2.4,8,1,20.8,8,1,26.2,8,1
2016/10/4,24.3,8,1,0.0,8,1,6.0,8,1,1.7,8,1,20.1,8,1,28.1,8,1
2016/10/5,24.6,8,1,0.5,8,1,2.7,8,1,3.8,8,1,22.6,8,1,27.4,8,1
2016/10/6,26.1,8,1,0.0,8,1,7.3,5,1,3.1,5,1,23.2,8,1,29.6,8,1
2016/10/7,21.7,8,1,0.0,8,1,1.9,8,1,3.0,8,1,19.9,8,1,24.5,8,1
2016/10/8,22.6,8,1,9.0,8,1,1.9,8,1,3.8,8,1,18.8,8,1,25.9,8,1
2016/10/9,23.1,8,1,4.5,8,1,0.0,8,1,6.0,8,1,19.5,8,1,25.6,8,1
2016/10/10,19.1,8,1,0.0,8,1,0.0,8,1,3.0,8,1,18.2,8,1,21.0,8,1
2016/10/11,18.5,8,1,0.0,8,1,0.2,8,1,2.9,8,1,16.8,8,1,22.0,8,1
2016/10/12,18.8,8,1,0.0,8,1,8.1,8,1,1.9,8,1,14.6,8,1,24.3,8,1
2016/10/13,17.1,8,1,0.0,8,1,0.0,8,1,2.9,8,1,16.3,8,1,18.5,8,1
2016/10/14,16.3,8,1,0.0,8,1,2.9,8,1,2.6,8,1,13.0,8,1,20.3,8,1
2016/10/15,17.2,8,1,0.0,8,1,10.3,8,1,2.3,8,1,12.3,8,1,23.6,8,1
2016/10/16,18.2,8,1,0.0,8,1,4.3,8,1,2.3,8,1,13.5,8,1,24.1,8,1
2016/10/17,18.2,8,1,15.5,8,1,0.0,8,1,2.5,8,1,16.5,8,1,19.2,8,1
2016/10/18,21.6,8,1,0.0,8,1,7.2,8,1,1.9,8,1,17.7,8,1,27.0,8,1
2016/10/19,21.8,8,1,1.5,8,1,2.8,8,1,1.7,8,1,19.3,8,1,25.9,8,1
2016/10/20,21.5,8,1,0.0,8,1,10.1,8,1,2.0,8,1,18.1,8,1,25.9,8,1
2016/10/21,19.2,8,1,0.0,8,1,2.9,8,1,2.3,8,1,17.2,8,1,22.8,8,1
2016/10/22,17.5,8,1,0.0,8,1,0.0,8,1,2.7,8,1,15.9,8,1,19.1,8,1
2016/10/23,18.8,8,1,0.0,8,1,5.2,8,1,3.4,8,1,15.4,8,1,23.0,8,1
2016/10/24,15.8,8,1,0.0,8,1,4.7,8,1,2.4,8,1,12.8,8,1,19.4,8,1
2016/10/25,15.1,8,1,3.0,8,1,2.0,8,1,2.1,8,1,11.1,8,1,19.6,8,1
2016/10/26,21.1,8,1,0.0,8,1,10.0,8,1,2.7,8,1,14.2,8,1,25.3,8,1
2016/10/27,20.2,8,1,0.0,8,1,5.5,5,1,3.1,8,1,15.9,8,1,23.8,8,1
2016/10/28,13.2,8,1,18.0,8,1,0.0,8,1,3.0,8,1,10.6,8,1,16.1,8,1
2016/10/29,15.7,8,1,0.5,8,1,0.0,8,1,2.3,8,1,12.7,8,1,19.1,8,1
2016/10/30,12.6,8,1,0.5,8,1,0.0,8,1,2.6,8,1,10.8,8,1,14.1,8,1
2016/10/31,15.4,8,1,0.0,8,1,3.5,8,1,1.9,8,1,11.1,8,1,19.5,8,1
2016/11/1,14.2,8,1,9.0,8,1,2.4,8,1,2.8,8,1,12.4,8,1,17.3,8,1
2016/11/2,11.6,8,1,2.5,8,1,0.0,8,1,3.1,8,1,9.4,8,1,12.9,8,1
2016/11/3,13.5,8,1,0.0,8,1,9.0,8,1,2.6,8,1,9.3,8,1,19.7,8,1
2016/11/4,13.9,8,1,0.0,8,1,7.9,8,1,2.2,8,1,10.8,8,1,19.4,8,1
2016/11/5,15.6,8,1,0.0,8,1,7.4,8,1,2.9,8,1,11.9,8,1,20.9,8,1
2016/11/6,15.4,8,1,0.0,8,1,9.7,8,1,3.3,8,1,9.7,8,1,21.4,8,1
2016/11/7,12.1,8,1,0.0,8,1,6.3,8,1,3.6,8,1,8.8,8,1,15.2,8,1
2016/11/8,11.2,8,1,4.0,8,1,0.5,8,1,1.8,8,1,6.7,8,1,16.4,8,1
2016/11/9,11.3,8,1,4.5,8,1,2.5,8,1,3.7,8,1,8.1,8,1,16.7,8,1
2016/11/10,9.6,8,1,0.0,8,1,0.5,8,1,3.1,8,1,7.2,8,1,12.7,8,1
2016/11/11,10.3,8,1,41.0,8,1,0.0,8,1,4.2,8,1,6.5,8,1,12.6,8,1
2016/11/12,14.4,8,1,0.0,8,1,9.4,8,1,2.3,8,1,10.8,8,1,20.3,8,1
2016/11/13,15.3,8,1,0.0,8,1,8.6,8,1,2.4,8,1,9.9,8,1,20.8,8,1
2016/11/14,14.6,8,1,3.5,8,1,0.0,8,1,2.0,8,1,13.2,8,1,16.6,8,1
2016/11/15,15.6,8,1,0.5,8,1,1.5,8,1,1.8,8,1,13.3,8,1,20.1,8,1
2016/11/16,12.9,8,1,0.0,8,1,0.2,8,1,2.5,8,1,10.8,8,1,14.5,8,1
2016/11/17,13.3,8,1,0.0,8,1,7.8,8,1,2.1,8,1,9.1,8,1,18.7,8,1
2016/11/18,11.8,8,1,0.0,8,1,7.3,8,1,1.7,8,1,6.4,8,1,15.5,8,1
2016/11/19,10.6,8,1,15.5,8,1,0.0,8,1,2.6,8,1,9.2,8,1,11.8,8,1
2016/11/20,15.3,8,1,0.0,8,1,6.9,8,1,1.8,8,1,10.0,8,1,20.7,8,1
2016/11/21,13.5,8,1,5.0,8,1,0.0,8,1,3.1,8,1,11.3,8,1,16.8,8,1
2016/11/22,14.8,8,1,10.5,8,1,7.2,8,1,2.0,8,1,10.5,8,1,19.9,8,1
2016/11/23,11.7,8,1,0.5,8,1,0.0,8,1,3.9,8,1,7.4,8,1,15.0,8,1
2016/11/24,3.1,8,1,21.5,8,1,0.0,8,1,3.7,8,1,0.8,8,1,7.4,8,1
2016/11/25,6.3,8,1,0.0,8,1,9.1,8,1,2.2,8,1,1.0,8,1,12.1,8,1
2016/11/26,9.0,8,1,0.0,8,1,7.7,8,1,2.5,8,1,3.8,8,1,13.9,8,1
2016/11/27,11.0,8,1,7.5,8,1,0.7,8,1,2.5,8,1,8.4,8,1,14.8,8,1
2016/11/28,11.7,8,1,3.5,8,1,0.5,8,1,3.0,8,1,9.7,8,1,15.3,8,1
2016/11/29,10.8,8,1,0.0,8,1,1.4,8,1,2.7,8,1,7.7,8,1,15.9,8,1
2016/11/30,9.2,8,1,0.0,8,1,5.2,8,1,3.0,8,1,5.9,8,1,12.4,8,1
2016/12/1,12.1,8,1,19.5,8,1,4.9,8,1,3.7,8,1,6.3,8,1,18.5,8,1
2016/12/2,11.8,8,1,0.0,8,1,8.8,8,1,2.1,8,1,8.2,8,1,16.8,8,1
2016/12/3,11.7,8,1,0.0,8,1,5.7,8,1,2.1,8,1,8.0,8,1,17.4,8,1
2016/12/4,13.4,8,1,1.0,8,1,6.8,8,1,2.6,8,1,8.2,8,1,18.1,8,1
2016/12/5,13.5,8,1,5.0,8,1,5.7,8,1,2.0,8,1,9.9,8,1,18.2,8,1
2016/12/6,12.2,8,1,0.0,8,1,7.1,8,1,3.0,8,1,6.8,8,1,19.1,8,1
2016/12/7,8.3,8,1,0.0,8,1,1.9,8,1,2.6,8,1,6.0,8,1,11.3,8,1
2016/12/8,8.9,8,1,0.0,8,1,8.2,8,1,2.2,8,1,3.4,8,1,14.9,8,1
2016/12/9,13.5,8,1,0.0,8,1,8.3,8,1,4.0,8,1,6.1,8,1,17.3,8,1
2016/12/10,8.8,8,1,0.0,8,1,6.5,8,1,3.2,8,1,5.2,8,1,13.4,8,1
2016/12/11,7.1,8,1,0.0,8,1,7.1,8,1,2.5,8,1,2.7,8,1,11.5,8,1
2016/12/12,7.1,8,1,0.0,8,1,6.4,8,1,2.0,8,1,1.6,8,1,11.7,8,1
2016/12/13,10.4,8,1,5.0,8,1,1.4,8,1,2.8,8,1,3.8,8,1,16.7,8,1
2016/12/14,8.5,8,1,22.0,8,1,0.0,8,1,3.5,8,1,5.8,8,1,9.9,8,1
2016/12/15,7.1,8,1,0.0,8,1,4.5,8,1,2.7,8,1,3.8,8,1,11.2,8,1
2016/12/16,5.4,8,1,0.0,8,1,8.1,8,1,3.0,8,1,2.3,8,1,10.8,8,1
2016/12/17,6.8,8,1,0.0,8,1,8.6,8,1,2.0,8,1,-1.0,8,1,14.3,8,1
2016/12/18,8.2,8,1,0.0,8,1,6.3,8,1,1.5,8,1,1.9,8,1,15.7,8,1
2016/12/19,11.0,8,1,0.0,8,1,8.2,8,1,2.1,8,1,5.7,8,1,16.3,8,1
2016/12/20,11.1,8,1,0.0,8,1,3.8,8,1,1.8,8,1,6.4,8,1,16.3,8,1
2016/12/21,10.8,8,1,0.0,8,1,8.1,8,1,1.6,8,1,5.9,8,1,17.7,8,1
2016/12/22,16.3,8,1,16.5,8,1,2.3,8,1,6.6,8,1,8.6,8,1,19.4,8,1
2016/12/23,16.0,8,1,7.0,8,1,8.6,8,1,4.8,8,1,9.2,8,1,19.2,8,1
2016/12/24,8.9,8,1,0.0,8,1,7.6,5,1,2.7,8,1,5.0,8,1,13.4,8,1
2016/12/25,7.2,8,1,0.0,8,1,,1,1,1.9,8,1,5.0,8,1,11.6,8,1
2016/12/26,9.7,8,1,0.0,8,1,0.7,4,1,2.8,8,1,4.4,8,1,16.0,8,1
2016/12/27,14.4,8,1,3.5,8,1,0.3,8,1,6.6,8,1,6.8,8,1,18.2,8,1
2016/12/28,6.7,8,1,0.0,8,1,8.6,8,1,3.7,8,1,2.0,8,1,10.1,8,1
2016/12/29,6.1,8,1,0.0,8,1,4.6,8,1,2.7,8,1,1.6,8,1,14.3,8,1
2016/12/30,6.5,8,1,0.0,8,1,4.1,8,1,2.8,8,1,2.7,8,1,11.4,8,1
2016/12/31,6.5,8,1,0.0,8,1,8.7,8,1,2.2,8,1,2.5,8,1,12.0,8,1
2017/1/1,8.4,8,1,0.0,8,1,8.7,8,1,2.2,8,1,2.6,8,1,14.0,8,1
2017/1/2,8.6,8,1,0.0,8,1,6.1,8,1,1.9,8,1,5.0,8,1,14.7,8,1
2017/1/3,8.5,8,1,0.0,8,1,8.1,8,1,2.4,8,1,2.1,8,1,14.6,8,1
2017/1/4,8.4,8,1,0.0,8,1,8.7,8,1,2.5,8,1,2.7,8,1,14.2,8,1
2017/1/5,6.8,8,1,0.0,8,1,8.8,8,1,3.9,8,1,3.4,8,1,11.7,8,1
2017/1/6,4.5,8,1,0.0,8,1,8.8,8,1,2.7,8,1,1.1,8,1,9.5,8,1
2017/1/7,4.5,8,1,0.0,8,1,8.8,8,1,2.0,8,1,0.4,8,1,9.9,8,1
2017/1/8,4.9,8,1,19.5,8,1,0.0,8,1,4.4,8,1,2.6,8,1,7.5,8,1
2017/1/9,8.3,8,1,2.5,8,1,1.1,8,1,3.8,8,1,4.4,8,1,11.9,8,1
2017/1/10,8.5,8,1,0.0,8,1,8.3,8,1,2.0,8,1,3.4,8,1,13.6,8,1
2017/1/11,6.9,8,1,0.0,8,1,8.8,8,1,2.2,8,1,2.6,8,1,11.7,8,1
2017/1/12,6.6,8,1,0.0,8,1,8.9,8,1,2.3,8,1,0.7,8,1,12.3,8,1
2017/1/13,7.5,8,1,0.0,8,1,9.0,8,1,2.4,8,1,1.3,8,1,12.4,8,1
2017/1/14,3.5,8,1,0.0,8,1,4.9,8,1,2.6,8,1,-1.1,8,1,9.4,8,1
2017/1/15,1.8,8,1,0.0,8,1,6.9,8,1,1.7,8,1,-2.3,8,1,6.8,8,1
2017/1/16,3.4,8,1,0.0,8,1,8.6,8,1,1.8,8,1,-2.0,8,1,9.4,8,1
2017/1/17,5.7,8,1,0.0,8,1,7.8,8,1,2.0,8,1,-0.4,8,1,12.0,8,1
2017/1/18,6.5,8,1,0.0,8,1,7.7,8,1,2.6,8,1,-0.1,8,1,11.1,8,1
2017/1/19,6.9,8,1,0.0,8,1,4.6,8,1,2.7,8,1,3.4,8,1,11.6,8,1
2017/1/20,4.0,8,1,0.0,8,1,0.2,8,1,3.1,8,1,2.6,8,1,5.8,8,1
2017/1/21,6.4,8,1,0.0,8,1,9.3,8,1,3.5,8,1,0.8,8,1,12.5,8,1
2017/1/22,7.5,8,1,0.0,8,1,9.2,8,1,3.1,8,1,1.8,8,1,13.8,8,1
2017/1/23,4.4,8,1,0.0,8,1,4.3,8,1,2.3,8,1,-0.9,8,1,8.9,8,1
2017/1/24,3.1,8,1,0.0,8,1,9.4,8,1,2.5,8,1,-3.4,8,1,8.9,8,1
2017/1/25,3.5,8,1,0.0,8,1,9.4,8,1,1.9,8,1,-2.8,8,1,10.0,8,1
2017/1/26,5.3,8,1,0.0,8,1,9.4,8,1,2.2,8,1,-1.8,8,1,11.1,8,1
2017/1/27,12.2,8,1,0.0,8,1,5.5,8,1,7.0,8,1,3.4,8,1,15.9,8,1
2017/1/28,8.8,8,1,0.0,8,1,8.3,8,1,2.0,8,1,4.8,8,1,14.1,8,1
2017/1/29,9.1,8,1,0.0,8,1,5.7,8,1,2.2,8,1,6.0,8,1,13.8,8,1
2017/1/30,13.6,8,1,1.0,8,1,8.7,8,1,3.7,8,1,7.3,8,1,19.7,8,1
2017/1/31,7.0,8,1,0.0,8,1,6.6,8,1,3.8,8,1,3.5,8,1,11.5,8,1
2017/2/1,6.5,8,1,0.0,8,1,8.4,8,1,2.4,8,1,2.5,8,1,11.6,8,1
2017/2/2,5.5,8,1,0.0,8,1,9.6,8,1,2.3,8,1,2.0,8,1,10.5,8,1
2017/2/3,6.6,8,1,0.0,8,1,9.7,8,1,2.1,8,1,-0.4,8,1,12.9,8,1
2017/2/4,8.3,8,1,0.0,8,1,9.7,8,1,2.4,8,1,2.9,8,1,13.9,8,1
2017/2/5,7.8,8,1,3.5,8,1,2.1,8,1,1.8,8,1,4.2,8,1,11.0,8,1
2017/2/6,8.7,8,1,1.0,8,1,6.2,8,1,2.3,8,1,3.1,8,1,16.7,8,1
2017/2/7,6.2,8,1,0.0,8,1,9.4,8,1,2.7,8,1,0.3,8,1,12.1,8,1
