ダウンロードした時刻：2018/07/29 11:12:54

,辻堂,辻堂,辻堂,辻堂,辻堂,辻堂,辻堂,辻堂,辻堂,辻堂,辻堂,辻堂,辻堂,辻堂,辻堂,辻堂,辻堂,辻堂
年月日,平均気温(℃),平均気温(℃),平均気温(℃),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),日照時間(時間),日照時間(時間),日照時間(時間),平均風速(m/s),平均風速(m/s),平均風速(m/s),最低気温(℃),最低気温(℃),最低気温(℃),最高気温(℃),最高気温(℃),最高気温(℃)
,,,,,,,,,,,,,,,,,,
,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号
2017/2/8,6.9,8,1,0.0,8,1,6.7,8,1,2.5,8,1,2.8,8,1,12.2,8,1
2017/2/9,3.7,8,1,2.5,8,1,0.0,8,1,3.4,8,1,1.8,8,1,6.8,8,1
2017/2/10,4.0,8,1,2.0,8,1,4.0,8,1,2.9,8,1,0.5,8,1,10.7,8,1
2017/2/11,4.5,8,1,0.0,8,1,7.7,8,1,2.2,8,1,-1.3,8,1,10.8,8,1
2017/2/12,5.0,8,1,0.0,8,1,8.2,8,1,2.1,8,1,-1.3,8,1,11.6,8,1
2017/2/13,6.0,8,1,0.0,8,1,10.0,8,1,2.3,8,1,-1.7,8,1,11.5,8,1
2017/2/14,6.0,8,1,0.0,8,1,6.6,8,1,2.1,8,1,1.8,8,1,10.8,8,1
2017/2/15,6.4,8,1,0.0,8,1,10.1,8,1,2.3,8,1,-0.4,8,1,12.3,8,1
2017/2/16,7.8,8,1,0.0,8,1,10.0,8,1,2.6,8,1,2.0,8,1,13.4,8,1
2017/2/17,14.7,8,1,0.0,8,1,4.9,8,1,5.5,8,1,6.9,8,1,18.6,8,1
2017/2/18,8.7,8,1,0.0,8,1,6.4,8,1,3.2,8,1,6.1,8,1,12.1,8,1
2017/2/19,7.3,8,1,0.0,8,1,10.1,8,1,3.1,8,1,3.1,8,1,12.2,8,1
2017/2/20,12.0,8,1,0.0,8,1,3.1,8,1,6.4,8,1,3.8,8,1,17.2,8,1
2017/2/21,7.6,8,1,0.0,8,1,10.5,8,1,3.4,8,1,3.5,8,1,12.5,8,1
2017/2/22,7.6,8,1,0.0,8,1,4.5,8,1,3.9,8,1,1.8,8,1,11.7,8,1
2017/2/23,14.0,8,1,5.5,8,1,2.4,8,1,6.9,8,1,10.3,8,1,17.7,8,1
2017/2/24,8.3,8,1,0.0,8,1,0.8,8,1,3.3,8,1,6.2,8,1,10.7,8,1
2017/2/25,8.0,8,1,0.0,8,1,8.4,8,1,2.4,8,1,4.8,8,1,12.5,8,1
2017/2/26,8.9,8,1,0.0,8,1,9.1,8,1,2.2,8,1,4.0,8,1,13.8,8,1
2017/2/27,7.2,8,1,0.0,8,1,3.6,8,1,4.3,8,1,5.1,8,1,9.7,8,1
2017/2/28,6.5,8,1,0.0,8,1,9.9,8,1,3.1,8,1,3.5,8,1,10.1,8,1
2017/3/1,6.7,8,1,10.5,8,1,5.3,8,1,1.8,8,1,2.2,8,1,11.1,8,1
2017/3/2,7.4,8,1,8.0,8,1,0.1,8,1,2.6,8,1,5.7,8,1,9.1,8,1
2017/3/3,8.8,8,1,0.0,8,1,9.3,8,1,2.5,8,1,3.4,8,1,16.5,8,1
2017/3/4,9.1,8,1,0.0,8,1,5.4,8,1,3.0,8,1,4.4,8,1,13.7,8,1
2017/3/5,11.2,8,1,0.0,8,1,8.4,8,1,2.3,8,1,4.6,8,1,16.1,8,1
2017/3/6,9.7,8,1,5.0,8,1,0.1,8,1,2.0,8,1,6.3,8,1,12.8,8,1
2017/3/7,7.5,8,1,0.0,8,1,4.8,8,1,2.9,8,1,3.9,8,1,12.6,8,1
2017/3/8,6.0,8,1,0.0,8,1,7.7,8,1,2.3,8,1,0.4,8,1,11.8,8,1
2017/3/9,7.6,8,1,0.0,8,1,10.8,8,1,2.1,8,1,-0.1,8,1,13.6,8,1
2017/3/10,8.6,8,1,0.0,8,1,8.7,8,1,2.3,8,1,3.0,8,1,14.8,8,1
2017/3/11,8.6,8,1,0.0,8,1,7.7,8,1,3.1,8,1,5.6,8,1,13.4,8,1
2017/3/12,8.3,8,1,0.0,8,1,6.9,8,1,2.4,8,1,3.4,8,1,12.4,8,1
2017/3/13,9.2,8,1,1.5,8,1,0.5,8,1,2.5,8,1,6.7,8,1,13.2,8,1
2017/3/14,8.8,8,1,2.0,8,1,0.1,8,1,4.1,8,1,7.0,8,1,11.6,8,1
2017/3/15,6.6,8,1,0.0,8,1,1.7,8,1,3.8,8,1,4.1,8,1,8.2,8,1
2017/3/16,7.6,8,1,3.0,8,1,7.4,8,1,2.2,8,1,1.9,8,1,13.2,8,1
2017/3/17,9.3,8,1,0.0,8,1,6.1,8,1,2.9,8,1,3.7,8,1,15.3,8,1
2017/3/18,9.9,8,1,0.0,8,1,8.1,8,1,2.3,8,1,3.4,8,1,14.9,8,1
2017/3/19,11.4,8,1,0.0,8,1,10.9,8,1,2.3,8,1,4.5,8,1,17.3,8,1
2017/3/20,12.7,8,1,0.0,8,1,9.0,8,1,3.2,8,1,6.1,8,1,18.2,8,1
2017/3/21,9.6,8,1,30.5,8,1,0.0,8,1,2.6,8,1,7.0,8,1,13.5,8,1
2017/3/22,10.4,8,1,0.5,8,1,10.0,8,1,3.1,8,1,5.3,8,1,16.6,8,1
2017/3/23,9.9,8,1,0.0,8,1,4.1,8,1,2.3,8,1,6.8,8,1,14.2,8,1
2017/3/24,9.2,8,1,0.0,8,1,6.2,8,1,3.9,8,1,6.1,8,1,14.0,8,1
2017/3/25,8.5,8,1,0.0,8,1,8.5,8,1,3.0,8,1,4.6,8,1,12.8,8,1
2017/3/26,5.6,8,1,9.5,8,1,0.0,8,1,3.9,8,1,3.7,8,1,9.6,8,1
2017/3/27,6.6,8,1,14.5,8,1,4.5,8,1,4.5,8,1,3.4,8,1,12.1,8,1
2017/3/28,8.5,8,1,0.0,8,1,8.9,8,1,2.2,8,1,1.5,8,1,15.0,8,1
2017/3/29,9.5,8,1,0.0,8,1,10.1,8,1,2.5,8,1,4.8,8,1,15.1,8,1
2017/3/30,12.1,8,1,0.0,8,1,11.1,8,1,2.6,8,1,6.8,8,1,16.8,8,1
2017/3/31,8.7,8,1,10.5,8,1,0.0,8,1,3.0,8,1,5.0,8,1,11.9,8,1
2017/4/1,6.4,8,1,5.0,8,1,0.0,8,1,3.5,8,1,4.4,8,1,8.9,8,1
2017/4/2,8.7,8,1,0.5,8,1,8.0,8,1,2.0,8,1,5.0,8,1,13.2,8,1
2017/4/3,10.8,8,1,0.0,8,1,10.5,8,1,2.8,8,1,7.1,8,1,15.5,8,1
2017/4/4,11.8,8,1,0.0,8,1,11.9,8,1,3.9,8,1,5.5,8,1,16.4,8,1
2017/4/5,14.8,8,1,0.0,8,1,9.1,8,1,4.7,8,1,9.4,8,1,17.5,8,1
2017/4/6,16.3,8,1,0.0,8,1,6.5,8,1,7.7,8,1,13.7,8,1,18.5,8,1
2017/4/7,16.4,8,1,0.0,8,1,1.3,8,1,7.7,8,1,15.9,8,1,18.7,8,1
2017/4/8,16.2,8,1,12.0,8,1,0.0,8,1,4.4,8,1,14.9,8,1,17.4,8,1
2017/4/9,14.8,8,1,11.5,8,1,0.0,8,1,2.7,8,1,11.2,8,1,17.7,8,1
2017/4/10,11.3,8,1,0.0,8,1,4.5,8,1,2.4,8,1,8.5,8,1,14.3,8,1
2017/4/11,9.5,8,1,28.5,8,1,0.0,8,1,4.2,8,1,7.8,8,1,13.3,8,1
2017/4/12,13.4,8,1,0.5,8,1,6.0,8,1,2.5,8,1,8.0,8,1,19.1,8,1
2017/4/13,12.7,8,1,1.0,8,1,9.7,8,1,2.6,8,1,6.1,8,1,17.8,8,1
2017/4/14,15.0,8,1,0.0,8,1,12.0,8,1,3.3,8,1,8.6,8,1,19.6,8,1
2017/4/15,17.8,8,1,0.0,8,1,8.9,8,1,5.3,8,1,15.7,8,1,20.8,8,1
2017/4/16,17.9,8,1,0.0,8,1,11.8,8,1,2.2,8,1,11.8,8,1,22.7,8,1
2017/4/17,16.5,8,1,25.0,8,1,3.3,8,1,2.5,8,1,14.0,8,1,20.5,8,1
2017/4/18,18.4,8,1,25.0,8,1,2.7,4,1,7.0,8,1,15.9,8,1,22.6,8,1
2017/4/19,18.0,8,1,0.0,8,1,7.5,4,1,3.6,8,1,11.6,8,1,23.1,8,1
2017/4/20,15.1,8,1,0.0,8,1,9.4,8,1,2.7,8,1,10.4,8,1,18.6,8,1
2017/4/21,15.5,8,1,0.0,8,1,1.5,8,1,1.9,8,1,13.5,8,1,18.6,8,1
2017/4/22,15.2,8,1,6.5,8,1,1.2,8,1,2.3,8,1,10.3,8,1,19.2,8,1
2017/4/23,13.8,8,1,1.0,8,1,11.2,8,1,3.1,8,1,9.7,8,1,19.2,8,1
2017/4/24,15.2,8,1,0.0,8,1,7.3,8,1,2.8,8,1,11.6,8,1,18.6,8,1
2017/4/25,16.5,8,1,0.0,8,1,9.4,8,1,4.9,8,1,14.1,8,1,20.0,8,1
2017/4/26,16.6,8,1,0.0,8,1,0.0,8,1,7.1,8,1,15.3,8,1,17.7,8,1
2017/4/27,14.5,8,1,3.5,8,1,0.4,8,1,3.7,8,1,12.7,8,1,17.3,8,1
2017/4/28,15.5,8,1,0.0,8,1,10.9,8,1,1.8,8,1,11.8,8,1,20.8,8,1
2017/4/29,16.3,8,1,0.0,8,1,11.8,8,1,2.8,8,1,11.5,8,1,20.8,8,1
2017/4/30,17.1,8,1,0.0,8,1,12.6,8,1,2.6,8,1,10.2,8,1,21.0,8,1
2017/5/1,17.6,8,1,3.5,8,1,8.7,8,1,2.2,8,1,13.0,8,1,23.1,8,1
2017/5/2,16.2,8,1,0.0,8,1,10.6,8,1,3.4,8,1,11.1,8,1,20.0,8,1
2017/5/3,16.8,8,1,0.0,8,1,8.3,8,1,4.1,8,1,12.0,8,1,20.8,8,1
2017/5/4,18.0,8,1,0.0,8,1,9.0,8,1,2.9,8,1,15.8,8,1,21.8,8,1
2017/5/5,18.2,8,1,0.0,8,1,11.6,8,1,2.7,8,1,14.6,8,1,21.2,8,1
2017/5/6,19.9,8,1,0.0,8,1,9.8,8,1,5.0,8,1,14.5,8,1,24.1,8,1
2017/5/7,20.4,8,1,0.0,8,1,6.2,8,1,2.3,8,1,16.2,8,1,25.2,8,1
2017/5/8,20.5,8,1,0.0,8,1,12.4,8,1,2.7,8,1,14.4,8,1,25.6,8,1
2017/5/9,19.2,8,1,0.5,8,1,0.2,8,1,2.2,8,1,15.9,8,1,22.0,8,1
2017/5/10,16.3,8,1,7.0,8,1,0.0,8,1,1.6,8,1,14.9,8,1,17.5,8,1
2017/5/11,20.1,8,1,0.0,8,1,11.1,8,1,1.8,8,1,15.4,8,1,25.1,8,1
2017/5/12,20.7,8,1,0.0,8,1,9.2,8,1,2.3,8,1,16.6,8,1,28.1,8,1
2017/5/13,17.6,8,1,42.0,8,1,0.0,8,1,2.8,8,1,16.3,8,1,20.1,8,1
2017/5/14,19.0,8,1,0.0,8,1,4.4,8,1,3.4,8,1,15.2,8,1,22.8,8,1
2017/5/15,18.0,8,1,0.0,8,1,3.2,8,1,2.6,8,1,16.0,8,1,20.8,8,1
2017/5/16,19.0,8,1,0.0,8,1,4.6,8,1,2.6,8,1,16.9,8,1,23.6,8,1
2017/5/17,18.4,8,1,0.0,8,1,1.2,8,1,2.9,8,1,16.1,8,1,21.6,8,1
2017/5/18,18.9,8,1,0.0,8,1,6.4,8,1,2.0,8,1,15.7,8,1,22.5,8,1
2017/5/19,19.4,8,1,0.0,8,1,13.2,8,1,3.0,8,1,15.1,8,1,24.1,8,1
2017/5/20,20.1,8,1,0.0,8,1,12.9,8,1,2.5,8,1,16.0,8,1,23.8,8,1
2017/5/21,21.3,8,1,0.0,8,1,12.2,8,1,3.1,8,1,17.9,8,1,24.7,8,1
2017/5/22,21.6,8,1,0.0,8,1,12.6,8,1,5.2,8,1,18.8,8,1,24.6,8,1
2017/5/23,21.2,5,1,0.0,8,1,12.7,8,1,7.1,8,1,19.7,5,1,23.5,5,1
2017/5/24,21.4,8,1,0.0,8,1,4.6,8,1,3.5,8,1,19.8,8,1,24.8,8,1
2017/5/25,21.6,8,1,0.5,8,1,0.6,8,1,2.1,8,1,18.8,8,1,26.9,8,1
2017/5/26,19.5,8,1,25.5,8,1,0.0,8,1,1.5,8,1,17.9,8,1,21.7,8,1
2017/5/27,21.1,8,1,0.0,8,1,11.0,8,1,4.2,8,1,18.7,8,1,24.5,8,1
2017/5/28,20.7,8,1,0.0,8,1,10.9,8,1,3.1,8,1,17.8,8,1,25.2,8,1
2017/5/29,21.2,8,1,0.0,8,1,11.4,8,1,3.0,8,1,18.1,8,1,24.9,8,1
2017/5/30,21.7,8,1,0.0,8,1,11.3,8,1,2.6,8,1,17.6,8,1,25.6,8,1
2017/5/31,21.8,8,1,0.5,8,1,5.7,8,1,5.5,8,1,20.5,8,1,23.8,8,1
2017/6/1,21.9,8,1,15.0,8,1,6.2,8,1,2.8,8,1,19.0,8,1,24.5,8,1
2017/6/2,23.8,8,1,0.0,8,1,12.2,8,1,3.9,8,1,19.3,8,1,28.8,8,1
2017/6/3,20.1,8,1,0.0,8,1,13.0,8,1,2.8,8,1,14.7,8,1,23.6,8,1
2017/6/4,20.2,8,1,0.0,8,1,8.0,8,1,2.9,8,1,16.9,8,1,23.3,8,1
2017/6/5,20.5,8,1,0.0,8,1,8.8,8,1,3.5,8,1,17.5,8,1,24.0,8,1
2017/6/6,19.9,8,1,0.0,8,1,4.7,8,1,3.6,8,1,16.8,8,1,23.0,8,1
2017/6/7,20.5,8,1,0.0,8,1,0.1,8,1,4.0,8,1,18.9,8,1,22.5,8,1
2017/6/8,20.3,8,1,1.5,8,1,1.7,8,1,3.9,8,1,19.0,8,1,22.2,8,1
2017/6/9,22.4,8,1,0.0,8,1,6.1,8,1,2.6,8,1,19.1,8,1,28.8,8,1
2017/6/10,23.8,8,1,0.0,8,1,12.3,8,1,3.0,8,1,19.3,8,1,29.6,8,1
2017/6/11,21.8,8,1,0.0,8,1,4.2,8,1,2.5,8,1,20.0,8,1,24.9,8,1
2017/6/12,20.3,8,1,0.0,8,1,4.0,8,1,3.3,8,1,16.8,8,1,24.9,8,1
2017/6/13,17.6,8,1,14.5,8,1,0.0,8,1,2.6,8,1,16.7,8,1,20.3,8,1
2017/6/14,19.7,8,1,3.0,8,1,8.3,8,1,3.0,8,1,15.6,8,1,25.1,8,1
2017/6/15,21.3,8,1,0.0,8,1,9.3,8,1,2.8,8,1,17.6,8,1,25.4,8,1
2017/6/16,22.7,8,1,0.0,8,1,13.4,8,1,2.7,8,1,18.5,8,1,26.1,8,1
2017/6/17,22.5,8,1,0.0,8,1,12.8,8,1,2.5,8,1,18.5,8,1,28.4,8,1
2017/6/18,20.2,8,1,14.5,8,1,0.0,8,1,3.8,8,1,18.5,8,1,23.2,8,1
2017/6/19,21.9,8,1,0.0,8,1,10.2,8,1,4.6,8,1,18.4,8,1,26.0,8,1
2017/6/20,22.0,8,1,0.0,8,1,7.5,8,1,2.5,8,1,19.0,8,1,25.5,8,1
2017/6/21,21.9,8,1,57.0,8,1,0.0,8,1,6.3,8,1,19.6,8,1,23.1,8,1
2017/6/22,22.8,8,1,0.0,8,1,1.4,8,1,1.8,8,1,20.6,8,1,25.5,8,1
2017/6/23,23.2,8,1,0.0,8,1,12.8,8,1,2.6,8,1,20.1,8,1,26.6,8,1
2017/6/24,23.4,8,1,0.0,8,1,7.6,8,1,2.0,8,1,21.6,8,1,26.7,8,1
2017/6/25,21.9,8,1,10.0,8,1,0.0,8,1,2.0,8,1,20.6,8,1,24.8,8,1
2017/6/26,23.0,8,1,0.0,8,1,0.4,8,1,1.7,8,1,21.4,8,1,26.3,8,1
2017/6/27,23.0,8,1,1.0,8,1,0.3,8,1,1.5,8,1,21.7,8,1,25.7,8,1
2017/6/28,22.5,8,1,1.5,8,1,1.3,8,1,1.2,8,1,21.1,8,1,24.3,8,1
2017/6/29,23.1,8,1,0.0,8,1,2.1,8,1,2.1,8,1,20.9,8,1,26.6,8,1
2017/6/30,23.1,8,1,1.0,8,1,0.1,8,1,4.1,8,1,22.4,8,1,24.5,8,1
2017/7/1,24.6,8,1,0.0,8,1,0.3,8,1,3.0,8,1,22.3,8,1,28.7,8,1
2017/7/2,24.6,8,1,1.5,8,1,2.1,8,1,1.5,8,1,22.2,8,1,28.2,8,1
2017/7/3,26.6,8,1,0.0,8,1,8.3,8,1,2.1,8,1,23.5,8,1,30.1,8,1
2017/7/4,25.9,8,1,24.5,8,1,0.0,8,1,2.4,8,1,23.4,8,1,29.6,8,1
2017/7/5,25.1,8,1,0.5,8,1,4.5,8,1,2.0,8,1,22.6,8,1,28.9,8,1
2017/7/6,26.1,8,1,0.0,8,1,7.5,8,1,2.9,8,1,23.5,8,1,30.5,8,1
2017/7/7,25.3,8,1,0.0,8,1,11.6,8,1,2.0,8,1,22.7,8,1,29.0,8,1
2017/7/8,25.3,8,1,0.0,8,1,12.0,8,1,2.2,8,1,22.8,8,1,29.4,8,1
2017/7/9,26.1,8,1,0.0,8,1,9.1,8,1,3.0,8,1,23.8,8,1,29.8,8,1
2017/7/10,26.2,8,1,0.0,8,1,11.8,8,1,4.2,8,1,23.7,8,1,29.9,8,1
2017/7/11,26.5,8,1,0.0,8,1,9.6,8,1,5.8,8,1,24.2,8,1,29.9,8,1
2017/7/12,26.8,8,1,0.0,8,1,12.5,8,1,7.8,8,1,25.2,8,1,29.1,8,1
2017/7/13,26.3,8,1,0.0,8,1,6.9,8,1,8.4,8,1,25.2,8,1,28.6,8,1
2017/7/14,26.7,8,1,0.0,8,1,11.6,8,1,5.2,8,1,24.9,8,1,30.3,8,1
2017/7/15,26.8,8,1,0.0,8,1,12.7,8,1,3.5,8,1,23.5,8,1,30.2,8,1
2017/7/16,27.2,8,1,0.0,8,1,7.2,8,1,1.7,8,1,24.9,8,1,30.5,8,1
2017/7/17,28.1,8,1,0.0,8,1,3.9,8,1,2.1,8,1,25.9,8,1,32.9,8,1
2017/7/18,26.3,8,1,27.5,8,1,4.6,8,1,2.1,8,1,23.1,8,1,33.4,8,1
2017/7/19,25.7,8,1,0.0,8,1,10.2,8,1,2.8,8,1,22.6,8,1,29.2,8,1
2017/7/20,27.1,8,1,0.0,8,1,10.1,8,1,2.5,8,1,24.8,8,1,30.8,8,1
2017/7/21,27.6,8,1,0.0,8,1,13.1,8,1,3.2,8,1,25.2,8,1,31.3,8,1
2017/7/22,27.5,8,1,0.0,8,1,11.1,8,1,5.2,8,1,25.8,8,1,30.7,8,1
2017/7/23,26.5,8,1,0.0,8,1,0.0,8,1,7.5,8,1,25.9,8,1,27.4,8,1
2017/7/24,27.4,8,1,0.0,8,1,4.9,8,1,7.6,8,1,26.3,8,1,29.6,8,1
2017/7/25,27.3,8,1,0.0,8,1,2.8,8,1,6.7,8,1,26.3,8,1,29.9,8,1
2017/7/26,25.4,8,1,1.5,8,1,0.0,8,1,3.6,8,1,24.3,8,1,26.8,8,1
2017/7/27,25.6,8,1,0.0,8,1,0.6,8,1,3.4,8,1,23.8,8,1,29.1,8,1
2017/7/28,27.0,8,1,0.0,8,1,5.8,8,1,2.1,8,1,24.3,8,1,32.4,8,1
2017/7/29,26.7,8,1,2.0,8,1,3.1,8,1,1.6,8,1,24.3,8,1,29.8,8,1
2017/7/30,26.5,8,1,4.5,8,1,0.0,8,1,2.1,8,1,23.6,8,1,30.3,8,1
2017/7/31,27.1,8,1,0.0,8,1,11.1,8,1,2.6,8,1,23.8,8,1,30.6,8,1
2017/8/1,26.4,8,1,84.0,8,1,1.7,8,1,2.9,8,1,23.8,8,1,30.3,8,1
2017/8/2,23.3,8,1,2.5,8,1,0.0,8,1,2.8,8,1,21.7,8,1,25.7,8,1
2017/8/3,24.9,8,1,0.0,8,1,1.0,8,1,2.6,8,1,21.6,8,1,29.9,8,1
2017/8/4,25.5,8,1,0.5,8,1,0.3,8,1,2.0,8,1,22.4,8,1,29.0,8,1
2017/8/5,27.3,8,1,0.0,8,1,9.6,8,1,2.0,8,1,25.1,8,1,30.1,8,1
2017/8/6,28.1,8,1,0.0,8,1,10.2,8,1,3.1,8,1,26.1,8,1,31.0,8,1
2017/8/7,28.3,8,1,15.0,8,1,6.7,8,1,3.7,8,1,26.6,8,1,31.8,8,1
2017/8/8,29.0,8,1,0.0,8,1,4.7,8,1,4.7,8,1,26.9,8,1,33.4,8,1
2017/8/9,29.0,8,1,0.0,8,1,9.4,8,1,2.1,8,1,26.7,8,1,31.8,8,1
2017/8/10,26.5,8,1,4.5,8,1,1.3,8,1,2.2,8,1,23.2,8,1,30.3,8,1
2017/8/11,23.3,8,1,6.0,8,1,0.0,8,1,2.1,8,1,22.6,8,1,24.5,8,1
2017/8/12,24.9,8,1,11.5,8,1,2.4,8,1,2.1,8,1,21.6,8,1,29.7,8,1
2017/8/13,27.4,8,1,0.0,8,1,2.2,8,1,1.9,8,1,24.1,8,1,31.2,8,1
2017/8/14,25.4,8,1,17.5,8,1,0.0,8,1,1.6,8,1,24.4,8,1,26.5,8,1
2017/8/15,24.4,8,1,15.0,8,1,0.0,8,1,1.9,8,1,22.7,8,1,27.0,8,1
2017/8/16,22.5,8,1,5.5,8,1,0.0,8,1,3.3,8,1,21.6,8,1,23.5,8,1
2017/8/17,25.2,8,1,5.5,8,1,0.3,8,1,2.7,8,1,21.4,8,1,29.1,8,1
2017/8/18,27.0,8,1,0.0,8,1,4.3,8,1,1.6,8,1,24.8,8,1,31.0,8,1
2017/8/19,27.0,8,1,7.0,8,1,7.5,8,1,2.1,8,1,23.1,8,1,30.9,8,1
2017/8/20,25.6,8,1,0.0,8,1,1.6,8,1,1.9,8,1,23.2,8,1,28.4,8,1
2017/8/21,27.0,8,1,0.0,8,1,6.9,8,1,2.6,8,1,25.0,8,1,29.8,8,1
2017/8/22,27.6,8,1,0.0,8,1,4.6,8,1,4.1,8,1,25.9,8,1,30.6,8,1
2017/8/23,28.4,8,1,0.0,8,1,10.5,8,1,1.5,8,1,25.1,8,1,31.6,8,1
2017/8/24,28.5,8,1,0.0,8,1,7.4,8,1,1.6,8,1,26.5,8,1,31.3,8,1
2017/8/25,29.3,8,1,0.0,8,1,7.6,8,1,1.2,8,1,26.1,8,1,33.6,8,1
2017/8/26,29.7,8,1,0.0,8,1,5.0,8,1,2.0,8,1,26.8,8,1,33.8,8,1
2017/8/27,27.6,8,1,0.0,8,1,3.5,8,1,2.8,8,1,24.8,8,1,30.9,8,1
2017/8/28,26.6,8,1,0.0,8,1,9.2,8,1,3.4,8,1,23.0,8,1,31.2,8,1
2017/8/29,27.5,8,1,0.0,8,1,6.2,8,1,5.8,8,1,26.0,8,1,29.5,8,1
2017/8/30,28.4,8,1,0.0,8,1,9.8,8,1,3.0,8,1,26.4,8,1,31.8,8,1
2017/8/31,23.3,8,1,0.0,8,1,0.4,8,1,4.9,8,1,21.3,8,1,26.4,8,1
2017/9/1,22.1,8,1,6.0,8,1,0.6,8,1,4.8,8,1,17.5,8,1,27.7,8,1
2017/9/2,21.2,8,1,6.5,8,1,6.6,8,1,5.0,8,1,17.0,8,1,26.9,8,1
2017/9/3,22.6,8,1,0.0,8,1,5.3,8,1,1.9,8,1,17.6,8,1,26.3,8,1
2017/9/4,21.1,8,1,7.0,8,1,0.0,8,1,3.1,8,1,18.9,8,1,23.2,8,1
2017/9/5,23.6,8,1,0.5,8,1,5.2,8,1,2.3,8,1,19.0,8,1,28.5,8,1
2017/9/6,22.9,8,1,0.5,8,1,0.0,8,1,2.0,8,1,20.9,8,1,24.1,8,1
2017/9/7,23.9,8,1,0.0,8,1,0.1,8,1,1.7,8,1,21.6,8,1,27.2,8,1
2017/9/8,24.2,8,1,0.5,8,1,1.1,8,1,2.1,8,1,22.7,8,1,27.4,8,1
2017/9/9,25.0,8,1,0.0,8,1,9.8,8,1,2.7,8,1,22.3,8,1,28.3,8,1
2017/9/10,25.9,8,1,0.0,8,1,10.3,8,1,2.5,8,1,22.3,8,1,30.0,8,1
2017/9/11,25.9,8,1,2.0,8,1,6.7,8,1,3.0,8,1,22.4,8,1,29.9,8,1
2017/9/12,25.4,8,1,9.5,8,1,0.0,8,1,4.4,8,1,23.7,8,1,26.7,8,1
2017/9/13,26.3,8,1,0.0,8,1,9.9,8,1,2.1,8,1,22.6,8,1,31.3,8,1
2017/9/14,25.9,8,1,0.0,8,1,7.9,8,1,2.6,8,1,23.3,8,1,30.8,8,1
2017/9/15,24.2,8,1,0.0,8,1,2.5,8,1,2.7,8,1,22.6,8,1,27.5,8,1
2017/9/16,20.7,8,1,20.0,8,1,0.0,8,1,2.3,8,1,18.6,8,1,22.9,8,1
2017/9/17,19.0,8,1,27.5,8,1,0.0,8,1,4.0,8,1,18.0,8,1,20.3,8,1
2017/9/18,26.6,8,1,10.0,8,1,10.8,8,1,5.6,8,1,19.8,8,1,30.1,8,1
2017/9/19,25.0,8,1,0.0,8,1,8.7,8,1,2.1,8,1,20.8,8,1,28.2,8,1
2017/9/20,24.2,8,1,0.0,8,1,0.0,8,1,2.6,8,1,22.4,8,1,26.2,8,1
2017/9/21,23.2,8,1,0.0,8,1,10.0,8,1,1.6,8,1,19.1,8,1,27.2,8,1
2017/9/22,22.5,8,1,26.5,8,1,2.5,8,1,2.3,8,1,19.8,8,1,27.2,8,1
2017/9/23,20.9,8,1,20.5,8,1,0.9,8,1,3.5,8,1,18.4,8,1,24.3,8,1
2017/9/24,22.4,8,1,0.0,8,1,2.6,8,1,1.5,8,1,19.0,8,1,25.5,8,1
2017/9/25,24.3,8,1,0.0,8,1,9.5,8,1,2.4,8,1,20.9,8,1,27.7,8,1
2017/9/26,24.2,8,1,0.0,8,1,9.5,8,1,2.9,8,1,20.5,8,1,28.5,8,1
2017/9/27,24.3,8,1,6.0,8,1,1.8,8,1,3.7,8,1,19.7,8,1,27.4,8,1
2017/9/28,20.4,8,1,69.5,8,1,0.9,8,1,3.3,8,1,17.9,8,1,24.9,8,1
2017/9/29,20.7,8,1,0.0,8,1,9.4,8,1,2.9,8,1,17.4,8,1,24.0,8,1
2017/9/30,21.1,8,1,0.0,8,1,1.9,8,1,2.6,8,1,18.5,8,1,24.8,8,1
2017/10/1,21.5,8,1,0.0,8,1,5.0,8,1,2.1,8,1,16.8,8,1,25.5,8,1
2017/10/2,23.0,8,1,5.0,8,1,0.1,8,1,1.7,8,1,19.9,8,1,25.5,8,1
2017/10/3,22.2,8,1,1.0,8,1,1.8,8,1,2.6,8,1,19.7,8,1,25.8,8,1
2017/10/4,19.1,8,1,0.0,8,1,0.5,8,1,3.1,8,1,16.5,8,1,20.9,8,1
2017/10/5,17.4,8,1,0.0,8,1,2.1,8,1,2.5,8,1,15.2,8,1,20.6,8,1
2017/10/6,16.3,8,1,25.5,8,1,0.0,8,1,4.1,8,1,14.8,8,1,19.1,8,1
2017/10/7,20.0,8,1,33.5,8,1,3.0,8,1,3.5,8,1,15.6,8,1,24.5,8,1
2017/10/8,21.9,8,1,0.0,8,1,7.1,8,1,1.9,8,1,16.8,8,1,26.9,8,1
2017/10/9,22.3,8,1,0.0,8,1,9.6,8,1,2.6,8,1,18.5,8,1,26.2,8,1
2017/10/10,22.6,8,1,0.0,8,1,10.5,8,1,1.6,8,1,19.0,8,1,26.7,8,1
2017/10/11,23.0,8,1,0.0,8,1,8.5,8,1,1.7,8,1,19.6,8,1,27.7,8,1
2017/10/12,24.3,8,1,0.0,8,1,6.5,8,1,2.7,8,1,20.6,8,1,28.3,8,1
